"IndexName","Date","Total Returns Index"
"NIFTY 50","23 Jan 2020","17095.61"
"NIFTY 50","22 Jan 2020","16990.68"
"NIFTY 50","21 Jan 2020","17079.07"
"NIFTY 50","20 Jan 2020","17155.83"
"NIFTY 50","17 Jan 2020","17335.20"
"NIFTY 50","16 Jan 2020","17339.57"
"NIFTY 50","15 Jan 2020","17322.50"
"NIFTY 50","14 Jan 2020","17349.12"
"NIFTY 50","13 Jan 2020","17303.20"
"NIFTY 50","10 Jan 2020","17201.08"
"NIFTY 50","09 Jan 2020","17143.65"
"NIFTY 50","08 Jan 2020","16876.24"
"NIFTY 50","07 Jan 2020","16915.03"
"NIFTY 50","06 Jan 2020","16830.93"
"NIFTY 50","03 Jan 2020","17158.75"
"NIFTY 50","02 Jan 2020","17236.70"
"NIFTY 50","01 Jan 2020","17096.83"
"NIFTY 50","31 Dec 2019","17077.06"
"NIFTY 50","30 Dec 2019","17199.73"
"NIFTY 50","27 Dec 2019","17185.66"
"NIFTY 50","26 Dec 2019","17018.26"
"NIFTY 50","24 Dec 2019","17141.80"
"NIFTY 50","23 Dec 2019","17209.40"
"NIFTY 50","20 Dec 2019","17222.14"
"NIFTY 50","19 Dec 2019","17205.12"
"NIFTY 50","18 Dec 2019","17150.93"
"NIFTY 50","17 Dec 2019","17071.49"
"NIFTY 50","16 Dec 2019","16915.65"
"NIFTY 50","13 Dec 2019","16961.56"
"NIFTY 50","12 Dec 2019","16800.36"
"NIFTY 50","11 Dec 2019","16713.79"
"NIFTY 50","10 Dec 2019","16638.94"
"NIFTY 50","09 Dec 2019","16751.53"
"NIFTY 50","06 Dec 2019","16729.08"
"NIFTY 50","05 Dec 2019","16865.04"
"NIFTY 50","04 Dec 2019","16899.88"
"NIFTY 50","03 Dec 2019","16831.11"
"NIFTY 50","02 Dec 2019","16906.88"
"NIFTY 50","29 Nov 2019","16917.89"
"NIFTY 50","28 Nov 2019","17051.31"
"NIFTY 50","27 Nov 2019","16980.54"
"NIFTY 50","26 Nov 2019","16892.15"
"NIFTY 50","25 Nov 2019","16942.70"
"NIFTY 50","22 Nov 2019","16719.11"
"NIFTY 50","21 Nov 2019","16794.86"
"NIFTY 50","20 Nov 2019","16837.96"
"NIFTY 50","19 Nov 2019","16755.15"
"NIFTY 50","18 Nov 2019","16677.14"
"NIFTY 50","15 Nov 2019","16692.52"
"NIFTY 50","14 Nov 2019","16659.78"
"NIFTY 50","13 Nov 2019","16615.37"
"NIFTY 50","11 Nov 2019","16717.75"
"NIFTY 50","08 Nov 2019","16710.37"
"NIFTY 50","07 Nov 2019","16856.17"
"NIFTY 50","06 Nov 2019","16791.61"
"NIFTY 50","05 Nov 2019","16723.06"
"NIFTY 50","04 Nov 2019","16756.87"
"NIFTY 50","01 Nov 2019","16685.73"
"NIFTY 50","31 Oct 2019","16667.29"
"NIFTY 50","30 Oct 2019","16620.07"
"NIFTY 50","29 Oct 2019","16539.23"
"NIFTY 50","27 Oct 2019","16315.17"
"NIFTY 50","25 Oct 2019","16254.45"
"NIFTY 50","24 Oct 2019","16252.63"
"NIFTY 50","23 Oct 2019","16282.84"
"NIFTY 50","22 Oct 2019","16248.11"
"NIFTY 50","18 Oct 2019","16351.16"
"NIFTY 50","17 Oct 2019","16245.31"
"NIFTY 50","16 Oct 2019","16057.85"
"NIFTY 50","15 Oct 2019","16007.83"
"NIFTY 50","14 Oct 2019","15885.74"
"NIFTY 50","11 Oct 2019","15835.17"
"NIFTY 50","10 Oct 2019","15736.44"
"NIFTY 50","09 Oct 2019","15846.77"
"NIFTY 50","07 Oct 2019","15584.94"
"NIFTY 50","04 Oct 2019","15652.70"
"NIFTY 50","03 Oct 2019","15847.70"
"NIFTY 50","01 Oct 2019","15912.03"
"NIFTY 50","30 Sep 2019","16072.50"
"NIFTY 50","27 Sep 2019","16125.65"
"NIFTY 50","26 Sep 2019","16207.96"
"NIFTY 50","25 Sep 2019","16024.49"
"NIFTY 50","24 Sep 2019","16231.83"
"NIFTY 50","23 Sep 2019","16248.62"
"NIFTY 50","20 Sep 2019","15791.99"
"NIFTY 50","19 Sep 2019","14994.39"
"NIFTY 50","18 Sep 2019","15184.69"
"NIFTY 50","17 Sep 2019","15152.39"
"NIFTY 50","16 Sep 2019","15412.83"
"NIFTY 50","13 Sep 2019","15514.20"
"NIFTY 50","12 Sep 2019","15383.82"
"NIFTY 50","11 Sep 2019","15457.90"
"NIFTY 50","09 Sep 2019","15412.14"
"NIFTY 50","06 Sep 2019","15332.57"
"NIFTY 50","05 Sep 2019","15194.86"
"NIFTY 50","04 Sep 2019","15190.30"
"NIFTY 50","03 Sep 2019","15124.80"
"NIFTY 50","30 Aug 2019","15440.47"
"NIFTY 50","29 Aug 2019","15335.45"
"NIFTY 50","28 Aug 2019","15472.44"
"NIFTY 50","27 Aug 2019","15555.44"
"NIFTY 50","26 Aug 2019","15488.96"
"NIFTY 50","23 Aug 2019","15168.88"
"NIFTY 50","22 Aug 2019","15045.62"
"NIFTY 50","21 Aug 2019","15290.85"
"NIFTY 50","20 Aug 2019","15425.45"
"NIFTY 50","19 Aug 2019","15476.07"
"NIFTY 50","16 Aug 2019","15464.58"
"NIFTY 50","14 Aug 2019","15438.86"
"NIFTY 50","13 Aug 2019","15289.35"
"NIFTY 50","09 Aug 2019","15542.72"
"NIFTY 50","08 Aug 2019","15434.73"
"NIFTY 50","07 Aug 2019","15184.34"
"NIFTY 50","06 Aug 2019","15314.03"
"NIFTY 50","05 Aug 2019","15194.27"
"NIFTY 50","02 Aug 2019","15382.73"
"NIFTY 50","01 Aug 2019","15350.83"
"NIFTY 50","31 Jul 2019","15539.43"
"NIFTY 50","30 Jul 2019","15493.33"
"NIFTY 50","29 Jul 2019","15638.42"
"NIFTY 50","26 Jul 2019","15770.63"
"NIFTY 50","25 Jul 2019","15725.60"
"NIFTY 50","24 Jul 2019","15749.37"
"NIFTY 50","23 Jul 2019","15824.55"
"NIFTY 50","22 Jul 2019","15845.74"
"NIFTY 50","19 Jul 2019","15945.55"
"NIFTY 50","18 Jul 2019","16183.16"
"NIFTY 50","17 Jul 2019","16306.82"
"NIFTY 50","16 Jul 2019","16272.08"
"NIFTY 50","15 Jul 2019","16165.28"
"NIFTY 50","12 Jul 2019","16113.75"
"NIFTY 50","11 Jul 2019","16155.78"
"NIFTY 50","10 Jul 2019","16035.44"
"NIFTY 50","09 Jul 2019","16114.46"
"NIFTY 50","08 Jul 2019","16118.27"
"NIFTY 50","05 Jul 2019","16468.99"
"NIFTY 50","04 Jul 2019","16658.04"
"NIFTY 50","03 Jul 2019","16612.16"
"NIFTY 50","02 Jul 2019","16603.17"
"NIFTY 50","01 Jul 2019","16540.88"
"NIFTY 50","28 Jun 2019","16433.85"
"NIFTY 50","27 Jun 2019","16507.34"
"NIFTY 50","26 Jun 2019","16515.68"
"NIFTY 50","25 Jun 2019","16444.46"
"NIFTY 50","24 Jun 2019","16309.52"
"NIFTY 50","21 Jun 2019","16343.59"
"NIFTY 50","20 Jun 2019","16493.65"
"NIFTY 50","19 Jun 2019","16283.94"
"NIFTY 50","18 Jun 2019","16283.98"
"NIFTY 50","17 Jun 2019","16257.06"
"NIFTY 50","14 Jun 2019","16467.55"
"NIFTY 50","13 Jun 2019","16593.97"
"NIFTY 50","12 Jun 2019","16568.09"
"NIFTY 50","11 Jun 2019","16650.75"
"NIFTY 50","10 Jun 2019","16590.99"
"NIFTY 50","07 Jun 2019","16518.62"
"NIFTY 50","06 Jun 2019","16481.14"
"NIFTY 50","04 Jun 2019","16728.74"
"NIFTY 50","03 Jun 2019","16815.25"
"NIFTY 50","31 May 2019","16583.46"
"NIFTY 50","30 May 2019","16615.59"
"NIFTY 50","29 May 2019","16497.62"
"NIFTY 50","28 May 2019","16591.70"
"NIFTY 50","27 May 2019","16585.13"
"NIFTY 50","24 May 2019","16472.95"
"NIFTY 50","23 May 2019","16212.78"
"NIFTY 50","22 May 2019","16325.28"
"NIFTY 50","21 May 2019","16268.26"
"NIFTY 50","20 May 2019","16433.77"
"NIFTY 50","17 May 2019","15848.71"
"NIFTY 50","16 May 2019","15640.22"
"NIFTY 50","15 May 2019","15500.82"
"NIFTY 50","14 May 2019","15591.19"
"NIFTY 50","13 May 2019","15488.60"
"NIFTY 50","10 May 2019","15670.18"
"NIFTY 50","09 May 2019","15701.95"
"NIFTY 50","08 May 2019","15782.09"
"NIFTY 50","07 May 2019","15974.41"
"NIFTY 50","06 May 2019","16110.44"
"NIFTY 50","03 May 2019","16268.79"
"NIFTY 50","02 May 2019","16286.18"
"NIFTY 50","30 Apr 2019","16318.66"
"NIFTY 50","26 Apr 2019","16327.70"
"NIFTY 50","25 Apr 2019","16170.98"
"NIFTY 50","24 Apr 2019","16288.16"
"NIFTY 50","23 Apr 2019","16079.51"
"NIFTY 50","22 Apr 2019","16105.19"
"NIFTY 50","18 Apr 2019","16325.13"
"NIFTY 50","16 Apr 2019","16372.86"
"NIFTY 50","15 Apr 2019","16238.41"
"NIFTY 50","12 Apr 2019","16173.27"
"NIFTY 50","11 Apr 2019","16108.32"
"NIFTY 50","10 Apr 2019","16091.08"
"NIFTY 50","09 Apr 2019","16212.81"
"NIFTY 50","08 Apr 2019","16119.14"
"NIFTY 50","05 Apr 2019","16204.48"
"NIFTY 50","04 Apr 2019","16110.09"
"NIFTY 50","03 Apr 2019","16173.92"
"NIFTY 50","02 Apr 2019","16270.13"
"NIFTY 50","01 Apr 2019","16208.94"
"NIFTY 50","29 Mar 2019","16146.11"
"NIFTY 50","28 Mar 2019","16071.26"
"NIFTY 50","27 Mar 2019","15897.65"
"NIFTY 50","26 Mar 2019","15949.46"
"NIFTY 50","25 Mar 2019","15770.26"
"NIFTY 50","22 Mar 2019","15912.88"
"NIFTY 50","20 Mar 2019","15998.51"
"NIFTY 50","19 Mar 2019","16014.33"
"NIFTY 50","18 Mar 2019","15916.80"
"NIFTY 50","15 Mar 2019","15867.74"
"NIFTY 50","14 Mar 2019","15749.67"
"NIFTY 50","13 Mar 2019","15742.86"
"NIFTY 50","12 Mar 2019","15685.41"
"NIFTY 50","11 Mar 2019","15500.61"
"NIFTY 50","08 Mar 2019","15316.51"
"NIFTY 50","07 Mar 2019","15348.14"
"NIFTY 50","06 Mar 2019","15340.93"
"NIFTY 50","05 Mar 2019","15249.97"
"NIFTY 50","01 Mar 2019","15077.91"
"NIFTY 50","28 Feb 2019","14979.39"
"NIFTY 50","27 Feb 2019","14993.45"
"NIFTY 50","26 Feb 2019","15033.15"
"NIFTY 50","25 Feb 2019","15095.33"
"NIFTY 50","22 Feb 2019","14972.58"
"NIFTY 50","21 Feb 2019","14970.12"
"NIFTY 50","20 Feb 2019","14891.60"
"NIFTY 50","19 Feb 2019","14709.75"
"NIFTY 50","18 Feb 2019","14760.48"
"NIFTY 50","15 Feb 2019","14876.27"
"NIFTY 50","14 Feb 2019","14906.26"
"NIFTY 50","13 Feb 2019","14970.62"
"NIFTY 50","12 Feb 2019","15023.02"
"NIFTY 50","11 Feb 2019","15100.61"
"NIFTY 50","08 Feb 2019","15173.02"
"NIFTY 50","07 Feb 2019","15347.41"
"NIFTY 50","06 Feb 2019","15337.80"
"NIFTY 50","05 Feb 2019","15155.99"
"NIFTY 50","04 Feb 2019","15125.02"
"NIFTY 50","01 Feb 2019","15099.21"
"NIFTY 50","31 Jan 2019","15012.34"
"NIFTY 50","30 Jan 2019","14764.02"
"NIFTY 50","29 Jan 2019","14764.59"
"NIFTY 50","28 Jan 2019","14777.11"
"NIFTY 50","25 Jan 2019","14942.09"
"NIFTY 50","24 Jan 2019","15038.07"
"NIFTY 50","23 Jan 2019","15007.40"
"NIFTY 50","22 Jan 2019","15133.83"
"NIFTY 50","21 Jan 2019","15188.00"
"NIFTY 50","18 Jan 2019","15111.95"
"NIFTY 50","17 Jan 2019","15109.54"
"NIFTY 50","16 Jan 2019","15087.41"
"NIFTY 50","15 Jan 2019","15082.59"
"NIFTY 50","14 Jan 2019","14875.92"
"NIFTY 50","11 Jan 2019","14955.33"
"NIFTY 50","10 Jan 2019","14992.23"
"NIFTY 50","09 Jan 2019","15038.74"
"NIFTY 50","08 Jan 2019","14965.34"
"NIFTY 50","07 Jan 2019","14923.27"
"NIFTY 50","04 Jan 2019","14861.69"
"NIFTY 50","03 Jan 2019","14785.38"
"NIFTY 50","02 Jan 2019","14951.96"
"NIFTY 50","01 Jan 2019","15114.90"
"NIFTY 50","31 Dec 2018","15048.98"
"NIFTY 50","28 Dec 2018","15045.34"
"NIFTY 50","27 Dec 2018","14930.18"
"NIFTY 50","26 Dec 2018","14860.97"
"NIFTY 50","24 Dec 2018","14769.13"
"NIFTY 50","21 Dec 2018","14894.42"
"NIFTY 50","20 Dec 2018","15163.14"
"NIFTY 50","19 Dec 2018","15184.78"
"NIFTY 50","18 Dec 2018","15103.63"
"NIFTY 50","17 Dec 2018","15075.46"
"NIFTY 50","14 Dec 2018","14960.64"
"NIFTY 50","13 Dec 2018","14941.40"
"NIFTY 50","12 Dec 2018","14866.71"
"NIFTY 50","11 Dec 2018","14605.79"
"NIFTY 50","10 Dec 2018","14521.73"
"NIFTY 50","07 Dec 2018","14805.93"
"NIFTY 50","06 Dec 2018","14677.79"
"NIFTY 50","05 Dec 2018","14929.43"
"NIFTY 50","04 Dec 2018","15049.32"
"NIFTY 50","03 Dec 2018","15069.07"
"NIFTY 50","30 Nov 2018","15059.37"
"NIFTY 50","29 Nov 2018","15034.36"
"NIFTY 50","28 Nov 2018","14854.61"
"NIFTY 50","27 Nov 2018","14794.70"
"NIFTY 50","26 Nov 2018","14715.81"
"NIFTY 50","22 Nov 2018","14574.82"
"NIFTY 50","21 Nov 2018","14676.29"
"NIFTY 50","20 Nov 2018","14754.03"
"NIFTY 50","19 Nov 2018","14902.44"
"NIFTY 50","16 Nov 2018","14790.05"
"NIFTY 50","15 Nov 2018","14699.33"
"NIFTY 50","14 Nov 2018","14643.42"
"NIFTY 50","13 Nov 2018","14651.98"
"NIFTY 50","12 Nov 2018","14513.12"
"NIFTY 50","09 Nov 2018","14655.69"
"NIFTY 50","07 Nov 2018","14673.98"
"NIFTY 50","06 Nov 2018","14579.28"
"NIFTY 50","05 Nov 2018","14570.98"
"NIFTY 50","02 Nov 2018","14609.96"
"NIFTY 50","01 Nov 2018","14371.10"
"NIFTY 50","31 Oct 2018","14377.38"
"NIFTY 50","30 Oct 2018","14116.91"
"NIFTY 50","29 Oct 2018","14189.11"
"NIFTY 50","26 Oct 2018","13882.95"
"NIFTY 50","25 Oct 2018","14014.33"
"NIFTY 50","24 Oct 2018","14139.75"
"NIFTY 50","23 Oct 2018","14031.96"
"NIFTY 50","22 Oct 2018","14166.64"
"NIFTY 50","19 Oct 2018","14247.22"
"NIFTY 50","17 Oct 2018","14453.94"
"NIFTY 50","16 Oct 2018","14636.10"
"NIFTY 50","15 Oct 2018","14536.17"
"NIFTY 50","12 Oct 2018","14480.86"
"NIFTY 50","11 Oct 2018","14152.00"
"NIFTY 50","10 Oct 2018","14463.71"
"NIFTY 50","09 Oct 2018","14243.79"
"NIFTY 50","08 Oct 2018","14308.79"
"NIFTY 50","05 Oct 2018","14265.08"
"NIFTY 50","04 Oct 2018","14656.09"
"NIFTY 50","03 Oct 2018","15014.23"
"NIFTY 50","01 Oct 2018","15221.75"
"NIFTY 50","28 Sep 2018","15114.08"
"NIFTY 50","27 Sep 2018","15179.24"
"NIFTY 50","26 Sep 2018","15284.67"
"NIFTY 50","25 Sep 2018","15303.55"
"NIFTY 50","24 Sep 2018","15165.18"
"NIFTY 50","21 Sep 2018","15408.16"
"NIFTY 50","19 Sep 2018","15534.28"
"NIFTY 50","18 Sep 2018","15594.57"
"NIFTY 50","17 Sep 2018","15731.26"
"NIFTY 50","14 Sep 2018","15920.48"
"NIFTY 50","12 Sep 2018","15719.62"
"NIFTY 50","11 Sep 2018","15605.11"
"NIFTY 50","10 Sep 2018","15813.26"
"NIFTY 50","07 Sep 2018","16019.84"
"NIFTY 50","06 Sep 2018","15947.67"
"NIFTY 50","05 Sep 2018","15862.15"
"NIFTY 50","04 Sep 2018","15922.09"
"NIFTY 50","03 Sep 2018","16007.84"
"NIFTY 50","31 Aug 2018","16143.51"
"NIFTY 50","30 Aug 2018","16135.61"
"NIFTY 50","29 Aug 2018","16156.02"
"NIFTY 50","28 Aug 2018","16220.45"
"NIFTY 50","27 Aug 2018","16156.09"
"NIFTY 50","24 Aug 2018","15969.80"
"NIFTY 50","23 Aug 2018","16001.85"
"NIFTY 50","21 Aug 2018","15985.48"
"NIFTY 50","20 Aug 2018","15959.04"
"NIFTY 50","17 Aug 2018","15845.64"
"NIFTY 50","16 Aug 2018","15727.25"
"NIFTY 50","14 Aug 2018","15796.36"
"NIFTY 50","13 Aug 2018","15676.23"
"NIFTY 50","10 Aug 2018","15776.32"
"NIFTY 50","09 Aug 2018","15833.23"
"NIFTY 50","08 Aug 2018","15803.64"
"NIFTY 50","07 Aug 2018","15720.05"
"NIFTY 50","06 Aug 2018","15716.78"
"NIFTY 50","03 Aug 2018","15680.51"
"NIFTY 50","02 Aug 2018","15520.25"
"NIFTY 50","01 Aug 2018","15658.27"
"NIFTY 50","31 Jul 2018","15672.47"
"NIFTY 50","30 Jul 2018","15621.47"
"NIFTY 50","27 Jul 2018","15564.19"
"NIFTY 50","26 Jul 2018","15410.93"
"NIFTY 50","25 Jul 2018","15358.72"
"NIFTY 50","24 Jul 2018","15361.88"
"NIFTY 50","23 Jul 2018","15293.50"
"NIFTY 50","20 Jul 2018","15190.13"
"NIFTY 50","19 Jul 2018","15116.83"
"NIFTY 50","18 Jul 2018","15135.57"
"NIFTY 50","17 Jul 2018","15172.31"
"NIFTY 50","16 Jul 2018","15072.66"
"NIFTY 50","13 Jul 2018","15184.88"
"NIFTY 50","12 Jul 2018","15190.82"
"NIFTY 50","11 Jul 2018","15085.15"
"NIFTY 50","10 Jul 2018","15081.60"
"NIFTY 50","09 Jul 2018","14951.20"
"NIFTY 50","06 Jul 2018","14840.13"
"NIFTY 50","05 Jul 2018","14808.54"
"NIFTY 50","04 Jul 2018","14830.50"
"NIFTY 50","03 Jul 2018","14734.11"
"NIFTY 50","02 Jul 2018","14675.42"
"NIFTY 50","29 Jun 2018","14753.91"
"NIFTY 50","28 Jun 2018","14581.53"
"NIFTY 50","27 Jun 2018","14694.16"
"NIFTY 50","26 Jun 2018","14821.45"
"NIFTY 50","25 Jun 2018","14812.28"
"NIFTY 50","22 Jun 2018","14894.02"
"NIFTY 50","21 Jun 2018","14782.87"
"NIFTY 50","20 Jun 2018","14822.46"
"NIFTY 50","19 Jun 2018","14737.70"
"NIFTY 50","18 Jun 2018","14860.73"
"NIFTY 50","15 Jun 2018","14885.30"
"NIFTY 50","14 Jun 2018","14871.97"
"NIFTY 50","13 Jun 2018","14917.68"
"NIFTY 50","12 Jun 2018","14898.66"
"NIFTY 50","11 Jun 2018","14821.80"
"NIFTY 50","08 Jun 2018","14795.31"
"NIFTY 50","07 Jun 2018","14796.24"
"NIFTY 50","06 Jun 2018","14681.25"
"NIFTY 50","05 Jun 2018","14555.52"
"NIFTY 50","04 Jun 2018","14604.11"
"NIFTY 50","01 Jun 2018","14695.40"
"NIFTY 50","31 May 2018","14750.26"
"NIFTY 50","30 May 2018","14568.75"
"NIFTY 50","29 May 2018","14594.78"
"NIFTY 50","28 May 2018","14670.76"
"NIFTY 50","25 May 2018","14556.18"
"NIFTY 50","24 May 2018","14415.65"
"NIFTY 50","23 May 2018","14301.15"
"NIFTY 50","22 May 2018","14446.97"
"NIFTY 50","21 May 2018","14419.57"
"NIFTY 50","18 May 2018","14528.82"
"NIFTY 50","17 May 2018","14647.15"
"NIFTY 50","16 May 2018","14727.26"
"NIFTY 50","15 May 2018","14810.54"
"NIFTY 50","14 May 2018","14817.01"
"NIFTY 50","11 May 2018","14816.93"
"NIFTY 50","10 May 2018","14693.55"
"NIFTY 50","09 May 2018","14728.03"
"NIFTY 50","08 May 2018","14694.93"
"NIFTY 50","07 May 2018","14691.72"
"NIFTY 50","04 May 2018","14558.42"
"NIFTY 50","03 May 2018","14642.62"
"NIFTY 50","02 May 2018","14695.26"
"NIFTY 50","30 Apr 2018","14723.32"
"NIFTY 50","27 Apr 2018","14658.83"
"NIFTY 50","26 Apr 2018","14556.65"
"NIFTY 50","25 Apr 2018","14491.88"
"NIFTY 50","24 Apr 2018","14551.96"
"NIFTY 50","23 Apr 2018","14511.28"
"NIFTY 50","20 Apr 2018","14482.97"
"NIFTY 50","19 Apr 2018","14484.70"
"NIFTY 50","18 Apr 2018","14431.07"
"NIFTY 50","17 Apr 2018","14461.97"
"NIFTY 50","16 Apr 2018","14434.05"
"NIFTY 50","13 Apr 2018","14368.56"
"NIFTY 50","12 Apr 2018","14338.46"
"NIFTY 50","11 Apr 2018","14281.60"
"NIFTY 50","10 Apr 2018","14261.15"
"NIFTY 50","09 Apr 2018","14229.77"
"NIFTY 50","06 Apr 2018","14164.28"
"NIFTY 50","05 Apr 2018","14155.47"
"NIFTY 50","04 Apr 2018","13885.72"
"NIFTY 50","03 Apr 2018","14045.55"
"NIFTY 50","02 Apr 2018","14000.07"
"NIFTY 50","28 Mar 2018","13865.57"
"NIFTY 50","27 Mar 2018","13962.15"
"NIFTY 50","26 Mar 2018","13888.82"
"NIFTY 50","23 Mar 2018","13706.99"
"NIFTY 50","22 Mar 2018","13867.01"
"NIFTY 50","21 Mar 2018","13920.51"
"NIFTY 50","20 Mar 2018","13878.17"
"NIFTY 50","19 Mar 2018","13822.99"
"NIFTY 50","16 Mar 2018","13961.14"
"NIFTY 50","15 Mar 2018","14179.36"
"NIFTY 50","14 Mar 2018","14248.81"
"NIFTY 50","13 Mar 2018","14270.64"
"NIFTY 50","12 Mar 2018","14260.92"
"NIFTY 50","09 Mar 2018","13994.68"
"NIFTY 50","08 Mar 2018","14016.30"
"NIFTY 50","07 Mar 2018","13895.27"
"NIFTY 50","06 Mar 2018","14025.34"
"NIFTY 50","05 Mar 2018","14175.32"
"NIFTY 50","01 Mar 2018","14311.52"
"NIFTY 50","28 Feb 2018","14358.71"
"NIFTY 50","27 Feb 2018","14438.90"
"NIFTY 50","26 Feb 2018","14477.62"
"NIFTY 50","23 Feb 2018","14352.40"
"NIFTY 50","22 Feb 2018","14204.17"
"NIFTY 50","21 Feb 2018","14220.48"
"NIFTY 50","20 Feb 2018","14169.77"
"NIFTY 50","19 Feb 2018","14194.28"
"NIFTY 50","16 Feb 2018","14295.41"
"NIFTY 50","15 Feb 2018","14422.85"
"NIFTY 50","14 Feb 2018","14359.35"
"NIFTY 50","12 Feb 2018","14412.46"
"NIFTY 50","09 Feb 2018","14296.50"
"NIFTY 50","08 Feb 2018","14463.16"
"NIFTY 50","07 Feb 2018","14317.57"
"NIFTY 50","06 Feb 2018","14344.02"
"NIFTY 50","05 Feb 2018","14574.00"
"NIFTY 50","02 Feb 2018","14702.49"
"NIFTY 50","01 Feb 2018","15052.72"
"NIFTY 50","31 Jan 2018","15065.82"
"NIFTY 50","30 Jan 2018","15095.42"
"NIFTY 50","29 Jan 2018","15204.42"
"NIFTY 50","25 Jan 2018","15121.00"
"NIFTY 50","24 Jan 2018","15143.35"
"NIFTY 50","23 Jan 2018","15140.24"
"NIFTY 50","22 Jan 2018","14979.72"
"NIFTY 50","19 Jan 2018","14880.80"
"NIFTY 50","18 Jan 2018","14774.67"
"NIFTY 50","17 Jan 2018","14734.07"
"NIFTY 50","16 Jan 2018","14613.79"
"NIFTY 50","15 Jan 2018","14669.90"
"NIFTY 50","12 Jan 2018","14587.54"
"NIFTY 50","11 Jan 2018","14546.49"
"NIFTY 50","10 Jan 2018","14520.56"
"NIFTY 50","09 Jan 2018","14527.15"
"NIFTY 50","08 Jan 2018","14508.81"
"NIFTY 50","05 Jan 2018","14420.42"
"NIFTY 50","04 Jan 2018","14346.59"
"NIFTY 50","03 Jan 2018","14262.48"
"NIFTY 50","02 Jan 2018","14261.10"
"NIFTY 50","01 Jan 2018","14252.02"
"NIFTY 50","29 Dec 2017","14381.92"
"NIFTY 50","28 Dec 2017","14309.85"
"NIFTY 50","27 Dec 2017","14327.42"
"NIFTY 50","26 Dec 2017","14383.04"
"NIFTY 50","22 Dec 2017","14330.49"
"NIFTY 50","21 Dec 2017","14258.49"
"NIFTY 50","20 Dec 2017","14263.81"
"NIFTY 50","19 Dec 2017","14289.76"
"NIFTY 50","18 Dec 2017","14188.11"
"NIFTY 50","15 Dec 2017","14112.30"
"NIFTY 50","14 Dec 2017","14001.49"
"NIFTY 50","13 Dec 2017","13920.69"
"NIFTY 50","12 Dec 2017","13985.11"
"NIFTY 50","11 Dec 2017","14097.29"
"NIFTY 50","08 Dec 2017","14019.95"
"NIFTY 50","07 Dec 2017","13884.82"
"NIFTY 50","06 Dec 2017","13717.36"
"NIFTY 50","05 Dec 2017","13818.67"
"NIFTY 50","04 Dec 2017","13831.66"
"NIFTY 50","01 Dec 2017","13823.52"
"NIFTY 50","30 Nov 2017","13966.58"
"NIFTY 50","29 Nov 2017","14150.60"
"NIFTY 50","28 Nov 2017","14162.79"
"NIFTY 50","27 Nov 2017","14202.82"
"NIFTY 50","24 Nov 2017","14189.41"
"NIFTY 50","23 Nov 2017","14133.47"
"NIFTY 50","22 Nov 2017","14124.68"
"NIFTY 50","21 Nov 2017","14103.64"
"NIFTY 50","20 Nov 2017","14065.05"
"NIFTY 50","17 Nov 2017","14044.32"
"NIFTY 50","16 Nov 2017","13950.33"
"NIFTY 50","15 Nov 2017","13818.25"
"NIFTY 50","14 Nov 2017","13911.87"
"NIFTY 50","13 Nov 2017","13964.26"
"NIFTY 50","10 Nov 2017","14096.45"
"NIFTY 50","09 Nov 2017","14078.98"
"NIFTY 50","08 Nov 2017","14071.02"
"NIFTY 50","07 Nov 2017","14135.23"
"NIFTY 50","06 Nov 2017","14274.03"
"NIFTY 50","03 Nov 2017","14274.97"
"NIFTY 50","02 Nov 2017","14232.79"
"NIFTY 50","01 Nov 2017","14255.58"
"NIFTY 50","31 Oct 2017","14108.55"
"NIFTY 50","30 Oct 2017","14137.62"
"NIFTY 50","27 Oct 2017","14082.21"
"NIFTY 50","26 Oct 2017","14110.50"
"NIFTY 50","25 Oct 2017","14044.44"
"NIFTY 50","24 Oct 2017","13923.61"
"NIFTY 50","23 Oct 2017","13892.48"
"NIFTY 50","19 Oct 2017","13840.24"
"NIFTY 50","18 Oct 2017","13927.92"
"NIFTY 50","17 Oct 2017","13960.09"
"NIFTY 50","16 Oct 2017","13955.22"
"NIFTY 50","13 Oct 2017","13868.70"
"NIFTY 50","12 Oct 2017","13771.84"
"NIFTY 50","11 Oct 2017","13619.62"
"NIFTY 50","10 Oct 2017","13663.44"
"NIFTY 50","09 Oct 2017","13625.00"
"NIFTY 50","06 Oct 2017","13612.63"
"NIFTY 50","05 Oct 2017","13488.48"
"NIFTY 50","04 Oct 2017","13524.27"
"NIFTY 50","03 Oct 2017","13448.66"
"NIFTY 50","29 Sep 2017","13351.99"
"NIFTY 50","28 Sep 2017","13325.16"
"NIFTY 50","27 Sep 2017","13279.85"
"NIFTY 50","26 Sep 2017","13465.07"
"NIFTY 50","25 Sep 2017","13466.53"
"NIFTY 50","22 Sep 2017","13591.79"
"NIFTY 50","21 Sep 2017","13806.60"
"NIFTY 50","20 Sep 2017","13832.04"
"NIFTY 50","19 Sep 2017","13840.78"
"NIFTY 50","18 Sep 2017","13848.34"
"NIFTY 50","15 Sep 2017","13754.62"
"NIFTY 50","14 Sep 2017","13756.28"
"NIFTY 50","13 Sep 2017","13746.30"
"NIFTY 50","12 Sep 2017","13765.03"
"NIFTY 50","11 Sep 2017","13646.37"
"NIFTY 50","08 Sep 2017","13546.57"
